"year","subject","unit_name","cluster","item_id","item_id_short","int_pval","int_pval_se","int_slope","int_diff","int_step1","int_step2","item_format","is_mc","is_poly","process","process_short","subscale","text_format"
2009,"R","""READ - P2009  Find Summer Job Q1""","R6","R453Q01","R453Q01",81.08,0.19,NA,-1.31,NA,NA,"MC",1,0,"Integrate and interpret","Integrate and interpret",NA,"Continuous"
2009,"R","""READ - P2009  Find Summer Job Q4""","R6","R453Q04","R453Q04",62.87,0.23,NA,-0.16,NA,NA,"OCR",0,0,"Reflect and evaluate","Reflect and evaluate",NA,"Continuous"
2009,"R","""READ - P2009  Find Summer Job Q5""","R6","R453Q05T","R453Q05",62.71,0.23,NA,-0.17,NA,NA,"CMC",1,0,"Access and retrieve","Access and retrieve",NA,"Continuous"
2009,"R","""READ - P2009  Find Summer Job Q6""","R6","R453Q06","R453Q06",70.37,0.22,NA,-0.61,NA,NA,"OCR",0,0,"Reflect and evaluate","Reflect and evaluate",NA,"Continuous"
2009,"R","""READ - P2009  Chocolate and Health Q2""","R5, UHR","R455Q02","R455Q02",35.55,0.22,NA,1.24,NA,NA,"OCR",0,0,"Reflect and evaluate","Reflect and evaluate",NA,"Continuous"
2009,"R","""READ - P2009  Chocolate and Health Q3""","R5, UHR","R455Q03","R455Q03",78.3,0.19,NA,-1.04,NA,NA,"SR",0,0,"Access and retrieve","Access and retrieve",NA,"Continuous"
2009,"R","""READ - P2009  Chocolate and Health Q4""","R5, UHR","R455Q04","R455Q04",64.44,0.23,NA,-0.25,NA,NA,"MC",1,0,"Integrate and interpret","Integrate and interpret",NA,"Continuous"
2009,"R","""READ - P2009  Chocolate and Health Q5""","R5, UHR","R455Q05T","R455Q05",25.92,0.21,NA,1.96,NA,NA,"CMC",1,0,"Integrate and interpret","Integrate and interpret",NA,"Continuous"
2009,"R","""READ - P2009  Biscuits Q1""","R7","R456Q01","R456Q01",96.11,0.09,NA,-3.4,NA,NA,"MC",1,0,"Access and retrieve","Access and retrieve",NA,"Continuous"
2009,"R","""READ - P2009  Biscuits Q2""","R7","R456Q02","R456Q02",82.48,0.18,NA,-1.38,NA,NA,"OCR",0,0,"Integrate and interpret","Integrate and interpret",NA,"Continuous"
2009,"R","""READ - P2009  Biscuits Q6""","R7","R456Q06","R456Q06",83.01,0.18,NA,-1.37,NA,NA,"OCR",0,0,"Integrate and interpret","Integrate and interpret",NA,"Continuous"
2009,"R","""READ - P2009  Telecommuting Q1""","R3A","R458Q01","R458Q01",52.26,0.22,NA,0.52,NA,NA,"MC",1,0,"Integrate and interpret","Integrate and interpret",NA,"Mixed"
2009,"R","""READ - P2009  Telecommuting Q4""","R3A","R458Q04","R458Q04",60.09,0.23,NA,0.1,NA,NA,"MC",1,0,"Integrate and interpret","Integrate and interpret",NA,"Mixed"
2009,"R","""READ - P2009  Telecommuting Q7""","R3A","R458Q07","R458Q07",56.16,0.24,NA,0.24,NA,NA,"OCR",0,0,"Reflect and evaluate","Reflect and evaluate",NA,"Continuous"
2009,"R","""READ - P2009  Gulf of Mexico Q1""","R7, UHR","R460Q01","R460Q01",67.3,0.23,NA,-0.3,NA,NA,"OCR",0,0,"Access and retrieve","Access and retrieve",NA,"Continuous"
2009,"R","""READ - P2009  Gulf of Mexico Q5""","R7, UHR","R460Q05","R460Q05",83.11,0.19,NA,-1.37,NA,NA,"MC",1,0,"Access and retrieve","Access and retrieve",NA,"Continuous"
2009,"R","""READ - P2009  Gulf of Mexico Q6""","R7, UHR","R460Q06","R460Q06",62.15,0.23,NA,0,NA,NA,"MC",1,0,"Integrate and interpret","Integrate and interpret",NA,"Continuous"
2009,"R","""READ - P2009  Parcel Post Q2""","R4B","R462Q02","R462Q02",45.46,0.05,NA,0.27,NA,NA,"SR",0,0,"Access and retrieve","Access and retrieve",NA,"Non-continuous"
2009,"R","""READ - P2009  Parcel Post Q4""","R4B","R462Q04","R462Q04",73.05,0.05,NA,-1.19,NA,NA,"MC",1,0,"Access and retrieve","Access and retrieve",NA,"Non-continuous"
2009,"R","""READ - P2009  Parcel Post Q5""","R4B","R462Q05","R462Q05",34.33,0.04,NA,0.45,NA,NA,"OCR",0,0,"Integrate and interpret","Integrate and interpret",NA,"Non-continuous"
2009,"R","""READ - P2009  How to survive at work Q1""","R4B","R465Q01","R465Q01",92.8,0.02,NA,-2.63,NA,NA,"CCR",0,0,"Access and retrieve","Access and retrieve",NA,"Non-continuous"
2009,"R","""READ - P2009  How to survive at work Q2""","R4B","R465Q02","R465Q02",55.89,0.05,NA,0.06,NA,NA,"OCR",0,0,"Integrate and interpret","Integrate and interpret",NA,"Non-continuous"
2009,"R","""READ - P2009  How to survive at work Q5""","R4B","R465Q05","R465Q05",21.4,0.04,NA,0.55,NA,NA,"OCR",0,0,"Reflect and evaluate","Reflect and evaluate",NA,"Non-continuous"
2009,"R","""READ - P2009  How to survive at work Q6""","R4B","R465Q06","R465Q06",65.71,0.05,NA,-0.34,NA,NA,"OCR",0,0,"Reflect and evaluate","Reflect and evaluate",NA,"Non-continuous"
2009,"R","""READ - P2009  Work Right Q2""","R7","R466Q02","R466Q02",46.41,0.23,NA,0.86,NA,NA,"OCR",0,0,"Access and retrieve","Access and retrieve",NA,"Continuous"
2009,"R","""READ - P2009  Work Right Q3""","R7","R466Q03T","R466Q03",16.44,0.17,NA,2.66,NA,NA,"CMC",1,0,"Integrate and interpret","Integrate and interpret",NA,"Mixed"
2009,"R","""READ - P2009  Work Right Q6""","R7","R466Q06","R466Q06",80.74,0.2,NA,-1.17,NA,NA,"CCR",0,0,"Access and retrieve","Access and retrieve",NA,"Continuous"
2012,"M","“MATH - P2012 Apartment Purchase Q1”","PM6A","PM00FQ01","M00FQ01",44.64,0.24,NA,0.39027,NA,NA,"Constructed Response Expert",0,0,"Formulate","Formulate","Space and Shape",NA
2012,"M","“MATH - P2012 An Advertising Column Q1”","PM5","PM00GQ01","M00GQ01",8.78,0.13,NA,2.75209,NA,NA,"Constructed Response Manual",0,0,"Formulate","Formulate","Space and Shape",NA
2012,"M","“MATH - P2012 Wheelchair Basketball Q2”","PM4","PM00KQ02","M00KQ02",14.85,0.18,NA,1.97967,NA,NA,"Constructed Response Expert",0,0,"Formulate","Formulate","Space and Shape",NA
2012,"M","“MATH - P2000 A View with a Room Q1”","PM1","PM033Q01","M033Q01",75.78,0.2,NA,-1.4413,NA,NA,"Simple Multiple Choice",1,0,"Interpret","Interpret","Space and Shape",NA
2012,"M","“MATH - P2000 Bricks Q1”","PM1","PM034Q01T","M034Q01",42.38,0.23,NA,0.42603,NA,NA,"Constructed Response Auto-coded",0,0,"Formulate","Formulate","Space and Shape",NA
2012,"M","“MATH - P2000 Pop Pyramids Q1”","PM1","PM155Q01","M155Q01",67.67,0.22,NA,-0.8434,NA,NA,"Constructed Response Expert",0,0,"Interpret","Interpret","Change and Relationships",NA
2012,"M","“MATH - P2000 Pop Pyramids Q2”","PM1","PM155Q02D","M155Q02",61.57,0.21,NA,-0.44941,0.74491,-0.74491,"Constructed Response Expert",0,1,"Employ","Employ","Change and Relationships",NA
2012,"M","“MATH - P2000 Pop Pyramids Q3”","PM1","PM155Q03D","M155Q03",18.68,0.17,NA,1.56865,-1.56865,1.56865,"Constructed Response Expert",0,1,"Employ","Employ","Change and Relationships",NA
2012,"M","“MATH - P2000 Pop Pyramids Q4”","PM1","PM155Q04T","M155Q04",55.87,0.23,NA,-0.38438,NA,NA,"Complex Multiple Choice",1,0,"Interpret","Interpret","Change and Relationships",NA
2012,"M","“MATH - P2000 Containers Q1”","PM2","PM192Q01T","M192Q01",42.44,0.24,NA,0.44066,NA,NA,"Complex Multiple Choice",1,0,"Formulate","Formulate","Change and Relationships",NA
2012,"M","“MATH - P2000 Pipelines Q1”","PM3","PM273Q01T","M273Q01",51.46,0.23,NA,-0.30936,NA,NA,"Complex Multiple Choice",1,0,"Employ","Employ","Space and Shape",NA
2012,"M","“MATH - P2000 Map Q1”","PM2","PM305Q01","M305Q01",60.36,0.22,NA,-0.70057,NA,NA,"Simple Multiple Choice",1,0,"Employ","Employ","Space and Shape",NA
2012,"M","“MATH - P2003 Running Tracks Q1”","PM2","PM406Q01","M406Q01",25.62,0.22,NA,1.2669,NA,NA,"Constructed Response Expert",0,0,"Employ","Employ","Space and Shape",NA
2012,"M","“MATH - P2003 Running Tracks Q2”","PM2","PM406Q02","M406Q02",16.89,0.19,NA,1.92572,NA,NA,"Constructed Response Expert",0,0,"Formulate","Formulate","Space and Shape",NA
2012,"M","“MATH - P2003 Lotteries Q1”","PM3","PM408Q01T","M408Q01",39.39,0.23,NA,0.57862,NA,NA,"Complex Multiple Choice",1,0,"Interpret","Interpret","Uncertainty and data",NA
2012,"M","“MATH - P2003 Diving Q1”","PM1","PM411Q01","M411Q01",51.08,0.25,NA,0.00939,NA,NA,"Constructed Response Manual",0,0,"Employ","Employ","Quantity",NA
2012,"M","“MATH - P2003 Diving Q2”","PM1","PM411Q02","M411Q02",45.71,0.24,NA,0.0344,NA,NA,"Simple Multiple Choice",1,0,"Interpret","Interpret","Uncertainty and data",NA
2012,"M","“MATH - P2003 Transport Q1”","PM3","PM420Q01T","M420Q01",50.02,0.23,NA,-0.08922,NA,NA,"Complex Multiple Choice",1,0,"Interpret","Interpret","Uncertainty and data",NA
2012,"M","“MATH - P2003 Tossing Coins Q1”","PM2","PM423Q01","M423Q01",79.05,0.19,NA,-1.85314,NA,NA,"Simple Multiple Choice",1,0,"Interpret","Interpret","Uncertainty and data",NA
2012,"M","“MATH - P2003 Braille Q2”","PM1","PM442Q02","M442Q02",38.26,0.24,NA,0.60225,NA,NA,"Constructed Response Manual",0,0,"Interpret","Interpret","Quantity",NA
2012,"M","“MATH - P2003 The Thermometer Cricket Q1”","PM3","PM446Q01","M446Q01",68.57,0.23,NA,-0.95034,NA,NA,"Constructed Response Manual",0,0,"Formulate","Formulate","Change and Relationships",NA
2012,"M","“MATH - P2003 The Thermometer Cricket Q2”","PM3","PM446Q02","M446Q02",6.82,0.13,NA,2.97548,NA,NA,"Constructed Response Expert",0,0,"Formulate","Formulate","Change and Relationships",NA
2012,"M","“MATH - P2003 Tile Arrangement Q1”","PM3","PM447Q01","M447Q01",68.33,0.22,NA,-1.03098,NA,NA,"Simple Multiple Choice",1,0,"Employ","Employ","Space and Shape",NA
2012,"M","“MATH - P2003 The Third Side Q1”","PM1","PM462Q01D","M462Q01",12.2,0.16,NA,1.7052,0.65379,-0.65379,"Constructed Response Expert",0,1,"Employ","Employ","Space and Shape",NA
2012,"M","“MATH - P2003 The Fence Q1”","PM3","PM464Q01T","M464Q01",23.66,0.21,NA,1.35931,NA,NA,"Constructed Response Auto-coded",0,0,"Formulate","Formulate","Space and Shape",NA
2012,"M","“MATH - P2003 Running Time Q1”","PM1","PM474Q01","M474Q01",74.31,0.2,NA,-1.32556,NA,NA,"Constructed Response Manual",0,0,"Employ","Employ","Quantity",NA
2012,"M","“MATH - P2003 Cash Withdrawal Q1”","PM2","PM496Q01T","M496Q01",52.97,0.24,NA,-0.30933,NA,NA,"Complex Multiple Choice",1,0,"Formulate","Formulate","Quantity",NA
2012,"M","“MATH - P2003 Cash Withdrawal Q2”","PM2","PM496Q02","M496Q02",66.74,0.22,NA,-0.97302,NA,NA,"Constructed Response Manual",0,0,"Employ","Employ","Quantity",NA
2012,"M","“MATH - P2003 Telephone Rates Q1”","PM3","PM559Q01","M559Q01",63.14,0.23,NA,-0.95819,NA,NA,"Simple Multiple Choice",1,0,"Interpret","Interpret","Quantity",NA
2012,"M","“MATH - P2003 Chair Lift Q1”","PM2","PM564Q01","M564Q01",46.11,0.24,NA,-0.0769,NA,NA,"Simple Multiple Choice",1,0,"Formulate","Formulate","Quantity",NA
2012,"M","“MATH - P2003 Chair Lift Q2”","PM2","PM564Q02","M564Q02",45.82,0.24,NA,-0.03745,NA,NA,"Simple Multiple Choice",1,0,"Formulate","Formulate","Uncertainty and data",NA
2012,"M","“MATH - P2003 Stop the Car Q1”","PM2","PM571Q01","M571Q01",47.67,0.24,NA,0.04707,NA,NA,"Simple Multiple Choice",1,0,"Interpret","Interpret","Change and Relationships",NA
2012,"M","“MATH - P2003 Number Check Q1”","PM2","PM603Q01T","M603Q01",45.07,0.23,NA,0.19753,NA,NA,"Complex Multiple Choice",1,0,"Employ","Employ","Quantity",NA
2012,"M","“MATH - P2003 Computer Game Q1”","PM3,PMUH","PM800Q01","M800Q01",88.39,0.14,NA,-2.93302,NA,NA,"Simple Multiple Choice",1,0,"Employ","Employ","Quantity",NA
2012,"M","“MATH - P2003 Labels Q1”","PM1","PM803Q01T","M803Q01",29.18,0.22,NA,1.2557,NA,NA,"Constructed Response Auto-coded",0,0,"Formulate","Formulate","Uncertainty and data",NA
2012,"M","“MATH - P2003 Carbon Dioxide Q1”","PM3","PM828Q01","M828Q01",28.45,0.21,NA,0.98562,NA,NA,"Constructed Response Expert",0,0,"Employ","Employ","Change and Relationships",NA
2012,"M","“MATH - P2003 Carbon Dioxide Q2”","PM3","PM828Q02","M828Q02",55.95,0.23,NA,-0.44691,NA,NA,"Constructed Response Manual",0,0,"Employ","Employ","Uncertainty and data",NA
2012,"M","“MATH - P2003 Carbon Dioxide Q3”","PM3","PM828Q03","M828Q03",28.02,0.21,NA,0.96819,NA,NA,"Constructed Response Manual",0,0,"Employ","Employ","Quantity",NA
2012,"M","“MATH - P2012 Drip Rate Q1”","PM6A","PM903Q01","M903Q01",22.23,0.19,NA,1.13372,0.48693,-0.48693,"Constructed Response Expert",0,1,"Employ","Employ","Change and Relationships",NA
2012,"M","“MATH - P2012 Drip Rate Q3”","PM6A","PM903Q03","M903Q03",25.7,0.21,NA,1.10252,NA,NA,"Constructed Response Manual",0,0,"Employ","Employ","Change and Relationships",NA
2012,"M","“MATH - P2012 Tennis Balls Q1”","PM7A","PM905Q01T","M905Q01",77.71,0.19,NA,-1.62564,NA,NA,"Complex Multiple Choice",1,0,"Interpret","Interpret","Quantity",NA
2012,"M","“MATH - P2012 Tennis Balls Q2”","PM7A","PM905Q02","M905Q02",50.05,0.25,NA,-0.02564,NA,NA,"Constructed Response Expert",0,0,"Interpret","Interpret","Quantity",NA
2012,"M","“MATH - P2012 Crazy Ants Q1”","PM4","PM906Q01","M906Q01",60.65,0.24,NA,-0.65141,NA,NA,"Simple Multiple Choice",1,0,"Employ","Employ","Quantity",NA
2012,"M","“MATH - P2012 Crazy Ants Q2”","PM4","PM906Q02","M906Q02",42.12,0.24,NA,0.12598,0.89486,-0.89486,"Constructed Response Expert",0,1,"Employ","Employ","Quantity",NA
2012,"M","“MATH - P2012 Speeding Fines Q1”","PM5,PMUH","PM909Q01","M909Q01",89.34,0.14,NA,-2.56225,NA,NA,"Constructed Response Manual",0,0,"Interpret","Interpret","Quantity",NA
2012,"M","“MATH - P2012 Speeding Fines Q2”","PM5,PMUH","PM909Q02","M909Q02",63.12,0.23,NA,-0.69123,NA,NA,"Simple Multiple Choice",1,0,"Employ","Employ","Quantity",NA
2012,"M","“MATH - P2012 Speeding Fines Q3”","PM5,PMUH","PM909Q03","M909Q03",35.7,0.23,NA,0.76662,NA,NA,"Constructed Response Expert",0,0,"Interpret","Interpret","Change and Relationships",NA
2012,"M","“MATH - P2012 Carbon Tax Q1”","PM4,PMUH","PM915Q01","M915Q01",40.18,0.23,NA,0.38327,NA,NA,"Simple Multiple Choice",1,0,"Employ","Employ","Uncertainty and data",NA
2012,"M","“MATH - P2012 Carbon Tax Q2”","PM4,PMUH","PM915Q02","M915Q02",68.24,0.23,NA,-1.2063,NA,NA,"Constructed Response Manual",0,0,"Employ","Employ","Change and Relationships",NA
2012,"M","“MATH - P2012 Charts Q1”","PM6A","PM918Q01","M918Q01",87.27,0.15,NA,-2.54294,NA,NA,"Simple Multiple Choice",1,0,"Interpret","Interpret","Uncertainty and data",NA
2012,"M","“MATH - P2012 Charts Q2”","PM6A","PM918Q02","M918Q02",79.54,0.19,NA,-1.67876,NA,NA,"Simple Multiple Choice",1,0,"Interpret","Interpret","Uncertainty and data",NA
2012,"M","“MATH - P2012 Charts Q5”","PM6A","PM918Q05","M918Q05",76.67,0.2,NA,-1.50962,NA,NA,"Simple Multiple Choice",1,0,"Employ","Employ","Uncertainty and data",NA
2012,"M","“MATH - P2012 Zs Fan Merchandise Q1”","PM7A","PM919Q01","M919Q01",84.51,0.17,NA,-2.04272,NA,NA,"Constructed Response Manual",0,0,"Employ","Employ","Quantity",NA
2012,"M","“MATH - P2012 Zs Fan Merchandise Q2”","PM7A","PM919Q02","M919Q02",44.72,0.23,NA,0.21442,NA,NA,"Constructed Response Manual",0,0,"Formulate","Formulate","Quantity",NA
2012,"M","“MATH - P2012 Sailing Ships Q1”","PM6A","PM923Q01","M923Q01",59.49,0.23,NA,-0.43663,NA,NA,"Simple Multiple Choice",1,0,"Employ","Employ","Quantity",NA
2012,"M","“MATH - P2012 Sailing Ships Q3”","PM6A","PM923Q03","M923Q03",49.79,0.23,NA,-0.09349,NA,NA,"Simple Multiple Choice",1,0,"Employ","Employ","Space and Shape",NA
2012,"M","“MATH - P2012 Sailing Ships Q4”","PM6A","PM923Q04","M923Q04",15.28,0.17,NA,2.00671,NA,NA,"Constructed Response Expert",0,0,"Formulate","Formulate","Change and Relationships",NA
2012,"M","“MATH - P2012 Sauce Q2”","PM6A","PM924Q02","M924Q02",63.45,0.23,NA,-0.72737,NA,NA,"Constructed Response Manual",0,0,"Formulate","Formulate","Quantity",NA
2012,"M","“MATH - P2012 London Eye Q1”","PM6B","PM934Q01","M934Q01",15.96,0.03,NA,0.59702,NA,NA,"Constructed Response Manual",0,0,"Employ","Employ","Space and Shape",NA
2012,"M","“MATH - P2012 London Eye Q2”","PM6B","PM934Q02","M934Q02",43.6,0.05,NA,-0.83074,NA,NA,"Simple Multiple Choice",1,0,"Formulate","Formulate","Space and Shape",NA
2012,"M","“MATH - P2012 Seats In A Theatre Q1”","PM7B","PM936Q01","M936Q01",28.95,0.05,NA,-0.6445,NA,NA,"Constructed Response Manual",0,0,"Employ","Employ","Change and Relationships",NA
2012,"M","“MATH - P2012 Seats In A Theatre Q2”","PM7B","PM936Q02","M936Q02",30.36,0.04,NA,-0.4746,NA,NA,"Constructed Response Expert",0,0,"Formulate","Formulate","Change and Relationships",NA
2012,"M","“MATH - P2012 Racing Q1”","PM7B","PM939Q01","M939Q01",45.71,0.04,NA,-0.94709,NA,NA,"Simple Multiple Choice",1,0,"Interpret","Interpret","Uncertainty and data",NA
2012,"M","“MATH - P2012 Racing Q2”","PM7B","PM939Q02","M939Q02",38.14,0.05,NA,-0.38637,NA,NA,"Simple Multiple Choice",1,0,"Interpret","Interpret","Uncertainty and data",NA
2012,"M","“MATH - P2012 Climbing Mount Fuji Q1”","PM6B","PM942Q01","M942Q01",46.93,0.05,NA,-1.04973,NA,NA,"Simple Multiple Choice",1,0,"Formulate","Formulate","Quantity",NA
2012,"M","“MATH - P2012 Climbing Mount Fuji Q2”","PM6B","PM942Q02","M942Q02",14.25,0.03,NA,1.23043,NA,NA,"Constructed Response Expert",0,0,"Formulate","Formulate","Change and Relationships",NA
2012,"M","“MATH - P2012 Climbing Mount Fuji Q3”","PM6B","PM942Q03","M942Q03",11.58,0.03,NA,0.70467,1.42884,-1.42884,"Constructed Response Manual",0,1,"Employ","Employ","Quantity",NA
2012,"M","“MATH - P2012 Arches Q1”","PM7A","PM943Q01","M943Q01",50.02,0.24,NA,-0.18842,NA,NA,"Simple Multiple Choice",1,0,"Formulate","Formulate","Change and Relationships",NA
2012,"M","“MATH - P2012 Arches Q2”","PM7A","PM943Q02","M943Q02",5.29,0.11,NA,3.07526,NA,NA,"Constructed Response Expert",0,0,"Formulate","Formulate","Space and Shape",NA
2012,"M","“MATH - P2012 Part-Time Work Q1”","PM7B","PM948Q01","M948Q01",85.91,0.03,NA,-2.79957,NA,NA,"Simple Multiple Choice",1,0,"Interpret","Interpret","Quantity",NA
2012,"M","“MATH - P2012 Part-Time Work Q2”","PM7B","PM948Q02","M948Q02",64.13,0.05,NA,-1.73697,NA,NA,"Constructed Response Manual",0,0,"Employ","Employ","Quantity",NA
2012,"M","“MATH - P2012 Part-Time Work Q3”","PM7B","PM948Q03","M948Q03",8.84,0.02,NA,1.76132,NA,NA,"Constructed Response Expert",0,0,"Employ","Employ","Quantity",NA
2012,"M","“MATH - P2012 Roof Truss Design Q1”","PM5,PMUH","PM949Q01T","M949Q01",67.51,0.23,NA,-1.00898,NA,NA,"Complex Multiple Choice",1,0,"Employ","Employ","Space and Shape",NA
2012,"M","“MATH - P2012 Roof Truss Design Q2”","PM5,PMUH","PM949Q02T","M949Q02",31.74,0.23,NA,0.62188,NA,NA,"Complex Multiple Choice",1,0,"Employ","Employ","Space and Shape",NA
2012,"M","“MATH - P2012 Roof Truss Design Q3”","PM5,PMUH","PM949Q03","M949Q03",32.55,0.23,NA,0.45241,2.35997,-2.35997,"Constructed Response Expert",0,1,"Formulate","Formulate","Space and Shape",NA
2012,"M","“MATH - P2012 Flu Test Q2”","PM7A","PM953Q02","M953Q02",49.76,0.24,NA,0.00698,NA,NA,"Constructed Response Expert",0,0,"Interpret","Interpret","Uncertainty and data",NA
2012,"M","“MATH - P2012 Flu Test Q3”","PM7A","PM953Q03","M953Q03",51.8,0.25,NA,-0.12631,NA,NA,"Constructed Response Manual",0,0,"Formulate","Formulate","Uncertainty and data",NA
2012,"M","“MATH - P2012 Flu Test Q4”","PM7A","PM953Q04D","M953Q04",18.21,0.18,NA,1.46739,0.83011,-0.83011,"Constructed Response Expert",0,1,"Formulate","Formulate","Uncertainty and data",NA
2012,"M","“MATH - P2012 Medicine Doses Q1”","PM7A","PM954Q01","M954Q01",65.4,0.23,NA,-1.00422,NA,NA,"Constructed Response Manual",0,0,"Employ","Employ","Change and Relationships",NA
2012,"M","“MATH - P2012 Medicine Doses Q2”","PM7A","PM954Q02","M954Q02",33.56,0.23,NA,0.88774,NA,NA,"Constructed Response Expert",0,0,"Employ","Employ","Change and Relationships",NA
2012,"M","“MATH - P2012 Medicine Doses Q4”","PM7A","PM954Q04","M954Q04",26.35,0.21,NA,1.26195,NA,NA,"Constructed Response Expert",0,0,"Employ","Employ","Change and Relationships",NA
2012,"M","“MATH - P2012 Migration Q1”","PM5","PM955Q01","M955Q01",72.12,0.21,NA,-1.21749,NA,NA,"Constructed Response Manual",0,0,"Interpret","Interpret","Uncertainty and data",NA
2012,"M","“MATH - P2012 Migration Q2”","PM5","PM955Q02","M955Q02",34.21,0.23,NA,0.66748,NA,NA,"Constructed Response Expert",0,0,"Interpret","Interpret","Uncertainty and data",NA
2012,"M","“MATH - P2012 Migration Q3”","PM5","PM955Q03","M955Q03",11.98,0.15,NA,1.81095,0.98867,-0.98867,"Constructed Response Expert",0,1,"Employ","Employ","Uncertainty and data",NA
2012,"M","“MATH - P2012 Helen The Cyclist Q1”","PM6B","PM957Q01","M957Q01",52.91,0.05,NA,-1.35141,NA,NA,"Simple Multiple Choice",1,0,"Employ","Employ","Change and Relationships",NA
2012,"M","“MATH - P2012 Helen The Cyclist Q2”","PM6B","PM957Q02","M957Q02",36.86,0.04,NA,-0.451,NA,NA,"Simple Multiple Choice",1,0,"Employ","Employ","Change and Relationships",NA
2012,"M","“MATH - P2012 Helen The Cyclist Q3”","PM6B","PM957Q03","M957Q03",5.75,0.02,NA,1.93528,NA,NA,"Constructed Response Manual",0,0,"Employ","Employ","Change and Relationships",NA
2012,"M","“MATH - P2012 Chocolate Q2”","PM7B","PM961Q02","M961Q02",4.21,0.02,NA,2.20028,NA,NA,"Constructed Response Expert",0,0,"Employ","Employ","Change and Relationships",NA
2012,"M","“MATH - P2012 Chocolate Q3”","PM7B","PM961Q03","M961Q03",44.68,0.05,NA,-0.81403,NA,NA,"Simple Multiple Choice",1,0,"Employ","Employ","Change and Relationships",NA
2012,"M","“MATH - P2012 Chocolate Q5”","PM7B","PM961Q05","M961Q05",42.76,0.04,NA,-0.75782,-0.00894,0.00894,"Constructed Response Expert",0,1,"Interpret","Interpret","Uncertainty and data",NA
2012,"M","“MATH - P2012 Wooden Train Set Q1”","PM7B","PM967Q01","M967Q01",30.21,0.05,NA,0.08827,NA,NA,"Constructed Response Manual",0,0,"Employ","Employ","Space and Shape",NA
2012,"M","“MATH - P2012 Wooden Train Set Q3”","PM7B","PM967Q03T","M967Q03",7.03,0.03,NA,1.66062,NA,NA,"Complex Multiple Choice",1,0,"Formulate","Formulate","Space and Shape",NA
2012,"M","“MATH - P2012 Employment Data Q1”","PM4","PM982Q01","M982Q01",87.3,0.16,NA,-2.48212,NA,NA,"Constructed Response Manual",0,0,"Employ","Employ","Uncertainty and data",NA
2012,"M","“MATH - P2012 Employment Data Q2”","PM4","PM982Q02","M982Q02",30.73,0.21,NA,0.81899,NA,NA,"Constructed Response Manual",0,0,"Employ","Employ","Uncertainty and data",NA
2012,"M","“MATH - P2012 Employment Data Q3”","PM4","PM982Q03T","M982Q03",64.95,0.23,NA,-1.0006,NA,NA,"Complex Multiple Choice",1,0,"Interpret","Interpret","Uncertainty and data",NA
2012,"M","“MATH - P2012 Employment Data Q4”","PM4","PM982Q04","M982Q04",51.45,0.24,NA,-0.17651,NA,NA,"Simple Multiple Choice",1,0,"Formulate","Formulate","Uncertainty and data",NA
2012,"M","“MATH - P2012 Which Car Q1”","PM6B","PM985Q01","M985Q01",81.14,0.03,NA,-2.79792,NA,NA,"Simple Multiple Choice",1,0,"Interpret","Interpret","Uncertainty and data",NA
2012,"M","“MATH - P2012 Which Car Q2”","PM6B","PM985Q02","M985Q02",37.48,0.05,NA,-0.70435,NA,NA,"Simple Multiple Choice",1,0,"Employ","Employ","Quantity",NA
2012,"M","“MATH - P2012 Which Car Q3”","PM6B","PM985Q03","M985Q03",25.56,0.04,NA,0.08777,NA,NA,"Constructed Response Manual",0,0,"Employ","Employ","Quantity",NA
2012,"M","“MATH - P2012 Garage Q1”","PM6B","PM991Q01","M991Q01",65.14,0.05,NA,-1.62018,NA,NA,"Simple Multiple Choice",1,0,"Interpret","Interpret","Space and Shape",NA
2012,"M","“MATH - P2012 Garage Q2”","PM6B","PM991Q02D","M991Q02",2.66,0.01,NA,1.6623,1.16523,-1.16523,"Constructed Response Expert",0,1,"Employ","Employ","Space and Shape",NA
2012,"M","“MATH - P2012 Spacers Q1”","PM4,PMUH","PM992Q01","M992Q01",77.6,0.2,NA,-1.75452,NA,NA,"Constructed Response Manual",0,0,"Formulate","Formulate","Space and Shape",NA
2012,"M","“MATH - P2012 Spacers Q2”","PM4,PMUH","PM992Q02","M992Q02",18.25,0.19,NA,1.62983,NA,NA,"Constructed Response Manual",0,0,"Formulate","Formulate","Space and Shape",NA
2012,"M","“MATH - P2012 Spacers Q3”","PM4,PMUH","PM992Q03","M992Q03",8.11,0.14,NA,2.6354,NA,NA,"Constructed Response Expert",0,0,"Formulate","Formulate","Change and Relationships",NA
2012,"M","“MATH - P2012 Revolving Door Q1”","PM6A","PM995Q01","M995Q01",57.67,0.25,NA,-0.4293,NA,NA,"Constructed Response Manual",0,0,"Employ","Employ","Space and Shape",NA
2012,"M","“MATH - P2012 Revolving Door Q2”","PM6A","PM995Q02","M995Q02",3.47,0.08,NA,3.78162,NA,NA,"Constructed Response Expert",0,0,"Formulate","Formulate","Space and Shape",NA
2012,"M","“MATH - P2012 Revolving Door Q3”","PM6A","PM995Q03","M995Q03",46.42,0.24,NA,0.19919,NA,NA,"Simple Multiple Choice",1,0,"Formulate","Formulate","Quantity",NA
2012,"M","“MATH - P2012 Bike Rental Q2”","PM5","PM998Q02","M998Q02",71.57,0.21,NA,-1.08005,NA,NA,"Constructed Response Manual",0,0,"Interpret","Interpret","Change and Relationships",NA
